Source,Destination
113554941842237111460,107861942561128674596
100856215453651990855,115130760540851771472
117680872003014443769,110456453592220725136
107318169263608653171,110318982509514011806
107375322906605680039,102545157386069758709
102476152658204495450,101261243957067319422
103490014051577974992,111245623450043909906
105152503384268783597,103797409565331693058
113609548050074203851,107590607834908463472
110615203095633370838,115242081056296652095
107375322906605680039,110258899475477198037
116339430670263519533,102797953003564182378
107807734026366524531,114919915226752492773
105015334290243649083,105803618710924334481
103368812767070779872,101849747879612982297
102522934609785480475,103859341877402500482
107182023412675026262,114604853277237932770
102397052073935758476,111091089527727420853
114650747666128230743,104822148447769571820
115772174763814642163,100415580625344661814
114870652491954460386,102283891171659643606
100856215453651990855,112662956693744460184
113581596275616200424,109454408494598337213
100555383096414009506,108689389278940173046
107318169263608653171,100535338638690515335
108066571890832937802,107140884077582692033
113684228229434604484,112374836634096795698
109699802280969182272,114850559479625069262
117259934788907243749,112413860260589530492
109130886479781915270,106086121009771648314
111310990991240556038,113364856660738963998
117377434815709898403,108176814619778619437
102607879302800614538,117220229319287930142
101052845941647002594,116973390574320264137
117109117655029143874,101035196437264488455
113677817925719341659,115404182941170857382
114126308045090257233,112450551749208408589
114870652491954460386,111121336912406932897
112658509879375652305,104178723837900724588
114987957963756854287,100529254209883138518
111091089527727420853,112661262066626464523
101265890424846702444,108219993075584340257
100535338638690515335,107988469357342173268
102547044539623029950,114364966738487776347
106862156479660675047,108056398297424061653
111435079858164240138,112244777198241083145
107849922105700858631,113116318008017777871
104987932455782713675,105706178492556563330
102854311912714900388,106166623138751182431
112579116320573535497,108159551615224338529
102648148748642147788,112599748506977857728
106898588952511738977,107045935786045013731
113364856660738963998,111127765976287525565
103341723446617438320,104998691047937243499
109596373340495798827,103112149634414554669
102218502614021519543,103112149634414554669
113910357978240753730,101849747879612982297
101448421982595335481,110100468009673900593
102797953003564182378,114122960748905067938
110865239138634754687,102915801446798382700
111035851894814840076,105841645449323318101
105650167745347450637,112774212898820575229
115029103168794726630,111965319170155055546
111983095812878629768,112662293249952729394
106862156479660675047,104487223275138277820
107991035368810507771,102600774742322762226
109383523392433949793,109504153335660824173
103721531088765428547,113261832667487932178
100856215453651990855,115106448444522478339
102904072906435195211,107958711860940415885
113130804065852101231,104390246098751387487
109980414289125676367,112063946124358686266
112651821425677274147,114121522802422541341
103103834116993607848,104586573589872571364
114126308045090257233,100447532306249738876
101350483659542128390,107469895927414342167
116805285176805120365,110286587261352351537
111135306200683567183,108082478497335384404
111164617594851614734,104205304649933408369
113127486243987630038,108056398297424061653
103839604733587411268,103029870795404358045
115490868856377625184,110379434263550065795
112579116320573535497,108640673873589796416
105015334290243649083,107323662131088936833
103490014051577974992,106330246449513547886
114345903275605514915,106779512870994415471
109383523392433949793,112246941389479622430
104508507682767510004,112564135762572403710
114617510344703462620,113754283359377615013
117527718645259277548,101373193613128995135
105598331474460267998,113872202125493185615
108013686774011866690,107534991451098430533
106724181552911298818,108176814619778619437
116420525701620762245,106480147588100474006
102278810216935213271,108439032486286528947
114744510189908480227,106636280351174936240
113340344488226387361,103693408904411606512
107782428411922679571,110792617224152644180
111711145986835145800,112662293249952729394
101035116763922344248,115404182941170857382
100612175927429294541,107033731246200681024
101733511248571240829,102923147893327767382
109486203725207616885,112662293249952729394
101157854606139706613,106223273394899986618
114744510189908480227,109596373340495798827
109602109099036550366,103389452828130864950
107991035368810507771,106100296973968329853
110542479265736697332,107142256253029093066
113316148669723868015,115404182941170857382
101692096009250888838,104038699355103594931
103861741370066605527,107234826207633309420
100973338013746275174,108802007785063759788
110776101657735290617,106551265799367505827
110456120138558577972,100962871525684315897
101748070371523002333,102038831382717835405
117286003363424561697,102665200552377966664
113003110209055466285,103103834116993607848
112726038360301567381,112374836634096795698
104215081746139431649,113612142759476883204
115221898088173734174,111439704478822922350
104364058018116761460,114089069528015035598
118230138066120295920,102737705736968820678
107959790171356428064,110560093627011023241
103038240279620690934,112276589013569458330
109266052612007295479,101739469994127372590
105959481511766460998,109895887909967698705
108346637271615594833,106088764885830745677
107318169263608653171,101235095970404720691
102737705736968820678,112408773440208776137
114121522802422541341,105226553876340461108
100487948960127602987,114951205049465295685
100327603635717936220,106033560980578682330
116513405135290689474,104687831543694050353
108736646334864181044,112440306961270690573
100043057758270223301,115404182941170857382
113340344488226387361,116634208853439812955
117791391761541223690,111775909611846609731
112364132652438722780,105076678694475690385
115958937168985975805,105841645449323318101
107782428411922679571,114044223936446378312
103859361322229323981,115565811010545226083
115565811010545226083,102034052532213921839
107534991451098430533,102096212439240784920
109823866624096356922,102607879302800614538
102737705736968820678,102029070250833342844
111809431196252245240,102034052532213921839
101061366161237199657,118015300804185508647
107211094246725549672,107323662131088936833
114516047414042281846,102533732658641069172
116979744203859215898,112353210404102902472
109306827362311084040,113201971663885139375
115947571425501492839,113364856660738963998
118299777136505117634,107151624355255036787
117297867503542100495,101962829696981365403
104998691047937243499,111395306401981598462
102522934609785480475,101567686389173421706
100856215453651990855,113768306902375393490
110446538727989465968,104071290613089947685
102915801446798382700,103721531088765428547
109964383582532868438,102404812583412769241
110792617224152644180,106198127150293840110
115663349712547159066,113186623583029971455
110446538727989465968,104397059726359189186
107111579950257773726,115450369001355623660
112579116320573535497,105076678694475690385
113384490254116477731,114345903275605514915
109145684557742553091,105076678694475690385
104644540170824315841,117630946657875928602
108343902805808619968,114935879585996359700
109877035555455451821,113609548050074203851
115663349712547159066,106099784511749243122
112658509879375652305,109443407918560334714
108322543021146059132,117791391761541223690
100333543044473222310,101625160056474857859
115243459806091371553,110938159137165455276
110877363259509543172,112393248315358692010
116513405135290689474,115958937168985975805
104458801156000551882,101698568710409127237
100241261662852079434,106189723444098348646
116339430670263519533,112650518269025150644
109877035555455451821,113506898598086193893
101682840338947184385,101052845941647002594
110593963566088558937,117429013107995808644
110877363259509543172,107612997855711957528
116207116265059961468,103012564142649561853
109829103207295789295,104397059726359189186
111711145986835145800,111435079858164240138
116339430670263519533,108705174211639807508
103399926392582289066,110668479729372555286
103150328351925153314,103859341877402500482
116513405135290689474,105741303026472281088
100333543044473222310,111962077049890418486
107926385284408156819,102038831382717835405
109201681846030076792,116056482297838775754
102204551868146455501,108855200241623204226
105248484118148978714,100305065349096811813
115565811010545226083,109140277806644720261
110668479729372555286,114122960748905067938
107211094246725549672,110818385850684816555
104577357381178665210,113612142759476883204
109145684557742553091,106356964679457436995
112555506420381923902,101441913939865423456
101465854435804471513,115130760540851771472
109840066697238605235,100287516984807461444
109596373340495798827,107538503004482952974
114466969251209334825,109980414289125676367
110668479729372555286,117377434815709898403
108079904701697074842,112375731670409469973
107612997855711957528,103875235756094794972
109318802055851257299,116229124946104902105
107590093667978669374,109201681846030076792
107101180435512134121,112594943080800558027
106027609527831583580,101174951617223562800
104743018975943257212,117068310245969878270
100043057758270223301,107442487364792461242
115739378269261680935,113117251731252114390
116634208853439812955,116334142134816078699
111159671558660040486,108159551615224338529
111510457148784436503,107934448973779945869
101682840338947184385,117270655453846612117
116737306836663798171,106707821265981413302
109596373340495798827,102002299339025067376
110351160992477343545,108189587050871927619
111162301399626566385,111962077049890418486
108346637271615594833,110260043240685719403
118340792148219128230,110214100657406833523
117840649766034848455,106792630639449031994
113003110209055466285,107236664740300085612
109145684557742553091,116013911318003177996
101733511248571240829,113169079069604287033
109699802280969182272,102271937385988687810
117297867503542100495,113424222789153728067
110776101657735290617,110865239138634754687
103420968359115326770,107968787521028284191
116513405135290689474,103920960738189723326
114650747666128230743,112072934052683456906
114346317659753507000,104959258308193038287
108271734388645113229,107033731246200681024
114700236104341164111,117501857213226184953
105146290850515029724,108271734388645113229
105650167745347450637,115708767330504735644
114487965928288927815,115344454846169254013
118323006760401758037,101333593083741950617
102586608504843508081,100664314273585529786
107534991451098430533,100854202666064752024
112188647432305746617,101487052574943452610
109318802055851257299,117270655453846612117
110318982509514011806,108189587050871927619
114746422988923214718,116207116265059961468
114744510189908480227,116040565882702717981
103652441454188509895,116947906726568301788
107732802446301744236,102871123574468799566
117388252776312694644,100854202666064752024
105650167745347450637,116098871290246433189
109398421611492546729,118230138066120295920
107833107845497630206,114236604403554541461
109823866624096356922,108855200241623204226
109398421611492546729,111480413428119678209
109262645871414658806,105051985738280261832
109486203725207616885,118015300804185508647
116407635616074189669,104619747503393735851
107833107845497630206,110615203095633370838
118418436905562612953,107543460658107759808
109123888989768381249,111091089527727420853
114650747666128230743,100219691404074384850
116785581294120406864,111091089527727420853
104687831543694050353,104586573589872571364
114744510189908480227,109813896768294978296
116339430670263519533,107151624355255036787
113261832667487932178,111439704478822922350
114345903275605514915,109145684557742553091
114345903275605514915,114503806689722509896
115963821022986200770,105226553876340461108
107590093667978669374,112726038360301567381
107318169263608653171,104298156070730115178
109813811254829685344,114979831891112909762
114987957963756854287,115360471097759949621
102871123574468799566,102991700177087923792
111159671558660040486,103911183408644149411
103743296950120157401,111401917971052287374
114742546997782116347,107161758471284783023
100043057758270223301,116975073519439921514
110347380425323822802,110454253627715621789
115064258994656104138,100664794686416535524
103484147548147545515,103833388179391400138
112696040957795558674,113117251731252114390
104687831543694050353,100411393388776865339
100973338013746275174,116766352265080910418
118230138066120295920,118301727363923491343
116407635616074189669,108551811075711499995
101174951617223562800,107033731246200681024
107959790171356428064,105268634963924623607
115106448444522478339,105237212888595777019
107612997855711957528,116721722877630861143
108462037665756760359,103636424927191308211
102815391713140794570,107332232527606860180
102737705736968820678,111435079858164240138
103616688306533110915,108640673873589796416
108066571890832937802,114394582004557604463
106862156479660675047,102915801446798382700
111121336912406932897,106636280351174936240
103490014051577974992,115227789959725643869
114850559479625069262,104424338679069151673
108515337642482876128,111528297180001290455
105513412023818293063,111435079858164240138
113514115429569600130,113322155096671173921
110788689115113965536,108855200241623204226
103020757351652425388,101650411383078099702
113764089012565237302,114066634313661891222
105226553876340461108,103438332263642514693
116334142134816078699,109412257237874861202
103697821787469756035,102871123574468799566
104458801156000551882,107558061013247958406
107236664740300085612,103233967921245494760
108736646334864181044,107565646610688820163
115710735637044108808,107182023412675026262
100555383096414009506,107182023412675026262
104743018975943257212,101682840338947184385
114839638425953508537,107442487364792461242
110615203095633370838,116416314233992548280
107527001343993112621,111121994667003605939
115047896996200277508,106189723444098348646
114688759411241407928,102600774742322762226
117297867503542100495,102965645472907300610
109840066697238605235,100070927167992422053
101383747265071086862,109322383637704271125
108008623488351650065,104111246635874032234
103616688306533110915,102522934609785480475
107727150903234299458,118230138066120295920
100972316015469632630,109123888989768381249
107565646610688820163,111091089527727420853
108271734388645113229,106567570642614609073
114839638425953508537,106198127150293840110
108343902805808619968,117708409021914999498
104424338679069151673,107332232527606860180
105076678694475690385,109813896768294978296
107022061436866576067,116040565882702717981
113003110209055466285,105015334290243649083
114126308045090257233,108439032486286528947
117527718645259277548,109667384864782087641
110379434263550065795,101035196437264488455
107151624355255036787,107861942561128674596
105857903906473238896,114413456257455506493
106558284273162270526,100124389520659251191
109813811254829685344,104508507682767510004
105246828264278441318,117841284165024027243
103125254078422850688,117310042965407401917
116737306836663798171,115229808208707341778
106930366760781442169,114308997625908526960
111983095812878629768,109019976856333185847
116374117927631468606,115655034901162574758
110402676895484917704,101046956874219339437
110636639253275529090,110776101657735290617
105237212888595777019,103216887847401478447
105668631124768022675,113609548050074203851
116059703588219590243,112658509879375652305
104687831543694050353,113210431006401244170
102871123574468799566,105847419267701979492
111860497034317566483,103054616523979211707
113127486243987630038,117746064116017163300
106027609527831583580,108008623488351650065
103875235756094794972,108551811075711499995
116229548584533052328,102379575144160390767
105246828264278441318,107765155354887834405
115739378269261680935,100585555255542998765
117766241773876813219,103111382143198287157
114362374755134054810,116407635616074189669
102829356913057400397,103618199843630115520
116334142134816078699,106517092226488584705
107033731246200681024,115344454846169254013
104668334905772892105,105237212888595777019
110701307803962595019,100518419853963396365
111159036121102171686,101962829696981365403
110877363259509543172,105366745723396342244
114742546997782116347,113729277367184919773
105857903906473238896,104234578756982830104
108056398297424061653,107111579950257773726
101692096009250888838,110456453592220725136
116979744203859215898,117464410931711414271
114839638425953508537,111513549056668450674
103484147548147545515,103486150650858067282
103368812767070779872,104148718751978471723
100974258168375166691,116805285176805120365
108346637271615594833,105329929314379043455
109877035555455451821,101888861698655467345
118323006760401758037,102854311912714900388
109486203725207616885,111091089527727420853
112726038360301567381,108865224681518296173
103399926392582289066,113814416929914847526
104644540170824315841,103133177397090504113
110877363259509543172,113764089012565237302
101698568710409127237,105033245922189902491
107379489464447013340,110593963566088558937
116407635616074189669,109201681846030076792
109318802055851257299,108056398297424061653
109446005446985447768,112374836634096795698
100973338013746275174,105620968080914847096
114765095157367281222,103097764320602190090
105598331474460267998,113202456305358222294
115772174763814642163,106099784511749243122
112707199408484711520,113751353481962008916
110877363259509543172,108657110797634380814
104737437767089317857,112516563418445177081
114987957963756854287,115963821022986200770
108189587050871927619,116247667398036716276
102915801446798382700,107234826207633309420
105539218412370809944,105557068601771362265
109840066697238605235,107117483540235115863
106930366760781442169,117296255407633884056
102522934609785480475,103184227409155950777
101261243957067319422,106567570642614609073
113003110209055466285,112188647432305746617
110792617224152644180,113891423043364949268
116407635616074189669,108825437933998119624
106862156479660675047,102379575144160390767
105539218412370809944,110237865839378164445
114744510189908480227,116899029375914044550
103693408904411606512,109813896768294978296
109813811254829685344,109019976856333185847
101733511248571240829,103861741370066605527
102204551868146455501,111121336912406932897
102904072906435195211,111890945016831896743
110454253627715621789,112737087024763980113
109398421611492546729,112433233162542061134
101265890424846702444,110523063757168736259
104508507682767510004,117377434815709898403
104250970445890717876,116805285176805120365
107182023412675026262,108094760132961329912
116513405135290689474,112440306961270690573
117609108850021717306,108246154658242260598
103203314859566576853,109813896768294978296
107318169263608653171,112395984886882740302
108346637271615594833,112393248315358692010
100333543044473222310,109789939743085010576
116407635616074189669,111538009015644508967
102476152658204495450,102409541521880756024
102737705736968820678,109699802280969182272
107797841320768724118,109325518935169286094
106612198252274444886,109266052612007295479
111711145986835145800,112555506420381923902
113130804065852101231,102533732658641069172
107469895927414342167,117429013107995808644
112662956693744460184,100327603635717936220
101261243957067319422,114699336529956127102
114089069528015035598,111091089527727420853
104644540170824315841,102737439755908612874
118340792148219128230,100971047062670393045
107831413340697273273,111142884289817620371
106493827472880328627,107951627396497689055
111169963967137030210,105593270217665985575
101733511248571240829,103859341877402500482
113003110209055466285,108219993075584340257
118224579703977604263,109789939743085010576
108683283643126638695,115204885226017473151
105668631124768022675,117290454194091097715
117361056103401565748,118320665823821681206
112555506420381923902,117220917963904171499
109699802280969182272,110818385850684816555
116420525701620762245,115695578304416858659
103341723446617438320,108208513736292177751
103984595971776502972,111091089527727420853
108466870039650470305,109467717400903653061
117916903811396964681,111310990991240556038
107534991451098430533,106493827472880328627
104743018975943257212,106926403533589251639
107732802446301744236,102034052532213921839
105198837466762147542,108615254983735704342
107625557514813177939,100493440776527702800
104602860284118862026,111955500482710592727
109877035555455451821,103536565508377128620
114516047414042281846,106724181552911298818
112707199408484711520,109140277806644720261
114301140286672625486,116374117927631468606
114664307180734299077,104560124403688998123
110347380425323822802,100447532306249738876
115541776543203333211,112764701986732618903
109823866624096356922,107234826207633309420
111293145978179424990,114516047414042281846
112106208511864515140,104484219049883711215
114700236104341164111,113506898598086193893
117840649766034848455,113612142759476883204
105246828264278441318,104487223275138277820
108056398297424061653,111514703680615678387
100377940347053808663,104998691047937243499
109486203725207616885,112651821425677274147
115029103168794726630,108825437933998119624
114850559479625069262,102615863344410467759
110636639253275529090,107727150903234299458
107590093667978669374,102725109790365996602
100973338013746275174,102737705736968820678
102038831382717835405,105557068601771362265
115069038278384155581,113920721823301219308
113127486243987630038,102341630040060852330
105598331474460267998,113204882497955654314
113208141773268590339,116113014152499702246
110402676895484917704,116214152295449083654
116979744203859215898,105366745723396342244
106330246449513547886,104998691047937243499
103743296950120157401,111091089527727420853
111480413428119678209,113612142759476883204
113872202125493185615,109504153335660824173
112707199408484711520,103111382143198287157
101261243957067319422,104102743248207705784
111480413428119678209,102923147893327767382
114700236104341164111,107736282424750070684
118323006760401758037,113348350930471935594
115710735637044108808,112450551749208408589
109145684557742553091,107808951807533655192
108705174211639807508,109330684746468207713
106612198252274444886,108855865811376080819
114301140286672625486,117377434815709898403
107318169263608653171,103389452828130864950
107807734026366524531,102615863344410467759
106930366760781442169,103997409386976193988
113127486243987630038,118053787345192709725
110402676895484917704,109412257237874861202
107782428411922679571,102968488537700363322
111035851894814840076,116807883656585676940
113686253941057080055,113289267877003023795
100974258168375166691,106517092226488584705
106330246449513547886,111688710840393224386
104679138423679974698,112696040957795558674
115772174763814642163,104658400555923154675
116013911318003177996,102255986016613110352
100555383096414009506,109262645871414658806
110608103566738361629,104987932455782713675
107833107845497630206,108189587050871927619
114839638425953508537,116634208853439812955
112555506420381923902,110891307255905847602
108066571890832937802,107590093667978669374
114650747666128230743,113424222789153728067
102090995491094543233,113882113745075873153
116229548584533052328,100042589426158562339
104998691047937243499,108189587050871927619
103140137391526341351,118299777136505117634
114516047414042281846,116805285176805120365
117840649766034848455,109870053628419941069
108802007785063759788,113710395888978478005
107318169263608653171,117920836752193813135
104075949870616365732,101261243957067319422
105198837466762147542,113649228054857237498
102871123574468799566,112710501221399450850
115106448444522478339,114236604403554541461
101052845941647002594,110938159137165455276
104484219049883711215,100535338638690515335
114857801937726299428,116979744203859215898
113764089012565237302,110258899475477198037
116407635616074189669,117757565120070816446
101650411383078099702,104577357381178665210
100333543044473222310,111649579223579960688
113003110209055466285,115029103168794726630
111121994667003605939,107151624355255036787
102690010205037163853,106717946845088683921
116059703588219590243,103338958356008910243
114985346359714431656,112599748506977857728
104428814384443083380,100213571627650662726
105237212888595777019,113544226688149802325
111711145986835145800,104586573589872571364
101600139368162447769,100535338638690515335
102476152658204495450,101035196437264488455
115623252983295760522,112448795483591020843
115947571425501492839,112707199408484711520
114870652491954460386,103859341877402500482
117109117655029143874,102865263115020893218
114345903275605514915,100333543044473222310
103484147548147545515,107161758471284783023
107625557514813177939,116920279124049181358
111400033629648464807,107151624355255036787
118170059441102440825,111499908439497508351
109877035555455451821,102600774742322762226
116229548584533052328,111538009015644508967
111121994667003605939,108657110797634380814
117791391761541223690,109504153335660824173
108802007785063759788,112650518269025150644
105857903906473238896,106167080271062703933
108998673146368660257,117763327806165990792
106930366760781442169,114345903275605514915
113316148669723868015,113612142759476883204
100528843579371775272,108346637271615594833
109201681846030076792,114471843543990290947
111035851894814840076,108066571890832937802
115995639636688350464,113735310430199015092
105126600602218044918,103912470393680459414
117377434815709898403,116805285176805120365
100447532306249738876,113523342129587107920
109454408494598337213,104998691047937243499
103839604733587411268,112658509879375652305
115064258994656104138,107117483540235115863
110865239138634754687,105015334290243649083
107833107845497630206,116334142134816078699
106612198252274444886,108646644922255760914
116129913336510059024,110981030061712822816
103486150650858067282,111666959095947698908
109486203725207616885,117296255407633884056
103861741370066605527,103399926392582289066
100974258168375166691,113027837615023628132
116394575739281318169,102034052532213921839
117297867503542100495,113751353481962008916
111480413428119678209,113455290791279442483
111091089527727420853,114685727151899977785
101748070371523002333,117630946657875928602
100973338013746275174,101052845941647002594
107988469357342173268,102034052532213921839
102871123574468799566,100612175927429294541
106930366760781442169,109667384864782087641
115478779964227301239,110701307803962595019
114744510189908480227,113686253941057080055
103341723446617438320,111716948575577959969
113550515771257787396,106724181552911298818
115663349712547159066,104586573589872571364
116229548584533052328,106533248943352121512
116420525701620762245,117895053585997781991
110347380425323822802,111359614762054487763
101157854606139706613,111860497034317566483
100333543044473222310,112244777198241083145
108849711147881315177,115404182941170857382
103875235756094794972,106189723444098348646
102547044539623029950,100940716892313727285
117297867503542100495,104298156070730115178
118303283951449952966,107033731246200681024
108346637271615594833,100962871525684315897
113514115429569600130,111019334245925579392
107782428411922679571,100221555167886931877
108466870039650470305,114928937512638769810
116407635616074189669,117091380454742934025
103399926392582289066,115344454846169254013
111480413428119678209,100300281975626912157
113684228229434604484,100605864222557374608
108515337642482876128,115740425396974668440
116909590449750618084,103012564142649561853
100487948960127602987,114387277236308334527
105239361028930170718,104629412415657030658
106448042991774980147,100217651363651256688
110865239138634754687,106944536119733342041
117791391761541223690,108646644922255760914
102815391713140794570,101157854606139706613
115243459806091371553,104550678234629742078
110542479265736697332,113003110209055466285
100974258168375166691,106501936839371135482
109823866624096356922,103833388179391400138
116766352265080910418,104418220446531200621
115995639636688350464,113751353481962008916
113114462378360775452,117377434815709898403
107534991451098430533,112265135089213955243
104577357381178665210,107538503004482952974
116200892915573902040,108645589277926899961
100333543044473222310,104998691047937243499
108013686774011866690,115478779964227301239
108066571890832937802,106318111152683661692
100327603635717936220,105084887709488317066
101305879502866333399,100177665092199474358
110636639253275529090,102255986016613110352
103697821787469756035,105923173045049725307
117680872003014443769,114204703228150089266
107625557514813177939,108079904701697074842
111716948575577959969,108439032486286528947
118053787345192709725,103616688306533110915
105015334290243649083,109454408494598337213
117286003363424561697,101052845941647002594
103697821787469756035,110593963566088558937
115623252983295760522,106189723444098348646
116719211656774388392,108640673873589796416
109145684557742553091,107988469357342173268
104250970445890717876,101174951617223562800
103090889232468301451,116374117927631468606
102490257231357450303,112906622029151482093
113116318008017777871,115069038278384155581
109201681846030076792,107833107845497630206
114126308045090257233,112555506420381923902
109699802280969182272,101265890424846702444
108443027359212340995,102817283354809142195
102871123574468799566,104560124403688998123
112333933532796782076,105084887709488317066
108105194941776408439,111091089527727420853
111058843129764709244,111091089527727420853
104482598692938707138,101261243957067319422
116374117927631468606,103171849011748425097
103389452828130864950,108189587050871927619
116059703588219590243,105366745723396342244
109699802280969182272,106099784511749243122
113340344488226387361,109266052612007295479
102204551868146455501,107625557514813177939
102038831382717835405,102889559256621132781
107991035368810507771,101477108641827632621
111121994667003605939,106862156479660675047
104987932455782713675,117378076401635777570
116979744203859215898,102854311912714900388
114346317659753507000,113455290791279442483
117680872003014443769,107736282424750070684
106992071744711893668,114031343427075940404
116634208853439812955,110348137481819778312
105668631124768022675,100856215453651990855
100269980559891536109,109998136193110715201
112188647432305746617,107583881769758392932
112906622029151482093,101261243957067319422
112450551749208408589,117464410931711414271
111162301399626566385,114306538396628698802
102815391713140794570,111019334245925579392
113524745665911089922,102207070313603828427
104743018975943257212,100432456209427807893
108683283643126638695,116979744203859215898
113612142759476883204,110318982509514011806
102817283354809142195,108152786201218528136
113514115429569600130,111359614762054487763
100974258168375166691,117421021456205115327
102923147893327767382,105923173045049725307
105152503384268783597,109813896768294978296
113127486243987630038,105000875740568674706
115541776543203333211,117270655453846612117
104987932455782713675,104364058018116761460
110776101657735290617,108343902805808619968
117680872003014443769,100941266751440211155
110668479729372555286,114199219545463600767
105668631124768022675,117270655453846612117
100555383096414009506,112363215496879145560
104508507682767510004,107602882044753150398
107782428411922679571,114469254206078607532
100327603635717936220,112425531150945810444
100487948960127602987,103233967921245494760
106992071744711893668,114618043230336563405
107797841320768724118,114954579537134392510
106324260969464307293,117501857213226184953
108736646334864181044,116229548584533052328
106930366760781442169,104687831543694050353
115541776543203333211,112737087024763980113
115623252983295760522,104174037294742207726
101465854435804471513,105248484118148978714
103920960738189723326,100327603635717936220
100973338013746275174,116721722877630861143
108082478497335384404,106979372492552141708
105668631124768022675,111058843129764709244
104822148447769571820,113612142759476883204
107111579950257773726,108657110797634380814
110865239138634754687,111910200485959385328
100043057758270223301,100585555255542998765
114928937512638769810,116420525701620762245
113764089012565237302,109443407918560334714
109602109099036550366,104531828804862316762
116737306836663798171,107151624355255036787
109980414289125676367,104064546334481015008
111480413428119678209,117378076401635777570
105126600602218044918,103454297475480511679
108736646334864181044,112579116320573535497
117746064116017163300,102904128915733925934
104359626267906791594,103861741370066605527
105363480331625813313,104424338679069151673
100333543044473222310,106099784511749243122
113316148669723868015,116594199576805510790
103103834116993607848,105421360534824524100
100856215453651990855,106682831104422461380
110171339580648239267,116222833568410151476
110865239138634754687,105741303026472281088
102915801446798382700,103012564142649561853
108736646334864181044,117297867503542100495
107959790171356428064,107159481602229362655
100856215453651990855,109454408494598337213
114516047414042281846,104178723837900724588
108515337642482876128,112072934052683456906
102547044539623029950,114031343427075940404
114247122654933033701,112353210404102902472
101682840338947184385,103916508880440628637
107782428411922679571,114345903275605514915
101849747879612982297,109964383582532868438
106914186897370535526,102923147893327767382
118303283951449952966,103135469583952620852
103090889232468301451,105312096129013929007
108462037665756760359,106755489263544557975
108802007785063759788,111401917971052287374
117840649766034848455,102600774742322762226
114111602369518390585,102150693225130002912
104743018975943257212,107332232527606860180
115516333681138986628,112063946124358686266
114362374755134054810,113284787225540728296
106930366760781442169,106450719398380308721
109486203725207616885,116766352265080910418
104424338679069151673,114089069528015035598
102038831382717835405,114629508960670409934
112651821425677274147,111649579223579960688
106330246449513547886,116499641291095397630
107236664740300085612,108176814619778619437
101052845941647002594,102283891171659643606
117286003363424561697,107111579950257773726
118301801570268856235,104390246098751387487
112707199408484711520,104482086818095930400
103486150650858067282,102496577203990741245
115221898088173734174,100535338638690515335
103020757351652425388,111716948575577959969
108582380062864553580,102219475968800204884
112516563418445177081,113144541265223594115
109840066697238605235,116334142134816078699
109486203725207616885,107760322959931160638
100856215453651990855,101739469994127372590
109699802280969182272,109383523392433949793
111035851894814840076,102744972162477610699
105076678694475690385,117665613028757061169
118224579703977604263,117908036374671367769
107625557514813177939,115204885226017473151
117840649766034848455,102496577203990741245
113684228229434604484,108082478497335384404
114092052797730247075,109201681846030076792
100043057758270223301,115995639636688350464
116719211656774388392,109266052612007295479
108346637271615594833,106737308305135313033
103721531088765428547,118224579703977604263
103103834116993607848,109080723668547114837
109699802280969182272,112516563418445177081
112651821425677274147,105009504092403807731
100500197140377336562,111480413428119678209
112188647432305746617,108246154658242260598
105539218412370809944,114604853277237932770
106898588952511738977,102457738449602087840
112188647432305746617,103103834116993607848
107590093667978669374,102341630040060852330
108008623488351650065,112859244767729828637
111775909611846609731,106533248943352121512
105545643950342933917,102904128915733925934
102915801446798382700,115858612877723984178
110877363259509543172,114394582004557604463
117297867503542100495,105620968080914847096
107182023412675026262,115507658258745024139
116979744203859215898,111439704478822922350
114287391248383368206,100537991844787325512
114471843543990290947,112599748506977857728
108056398297424061653,106318111152683661692
116229548584533052328,104441415299714065572
107892094740226004193,107161758471284783023
108683283643126638695,101052845941647002594
101650411383078099702,112424773829882275048
117115495439924792722,110277586713114187619
105857903906473238896,113556266482860931616
111159671558660040486,114757464889188562276
108079904701697074842,108219993075584340257
114516047414042281846,100269980559891536109
109829103207295789295,100612175927429294541
113764089012565237302,113523342129587107920
105598331474460267998,103133177397090504113
112883523226102191623,114928937512638769810
108322543021146059132,111091089527727420853
107545326706908151271,106204349636430606809
118224579703977604263,107323662131088936833
115963821022986200770,109140277806644720261
104577357381178665210,107849922105700858631
106324260969464307293,103030116155431184588
100923216452194411003,102974394189555668667
112106208511864515140,101849747879612982297
103020757351652425388,100537991844787325512
115516333681138986628,114853458007065354930
107782428411922679571,103145081878594422544
105152503384268783597,112707199408484711520
109383523392433949793,117382255404511271142
116407635616074189669,110560093627011023241
107534991451098430533,109923941665874520762
114853458007065354930,102943220293105257440
106501936839371135482,101261243957067319422
102038831382717835405,106517092226488584705
114850559479625069262,104629412415657030658
102815391713140794570,103875235756094794972
117220917963904171499,113069090773132071782
113715935026755255296,106558284273162270526
108343902805808619968,113222062708936891262
105126600602218044918,113384490254116477731
113316148669723868015,101698568710409127237
100856215453651990855,105354532715798223299
118053787345192709725,112650518269025150644
110636639253275529090,109454355652530787954
108346637271615594833,106930366760781442169
114387277236308334527,113768306902375393490
101283929962950159921,112401285503970814157
106526452034734966566,105071119031637859845
109080723668547114837,105545068944703206621
102204551868146455501,105601162334563131771
108066571890832937802,109398421611492546729
115963821022986200770,111310990991240556038
107625557514813177939,112774212898820575229
